Subject Code,Prerequisites,Corequisites,Non-allowed Subjects
LAWS50070,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50027 Dispute Resolution No longer available LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50030 Property Semester 1 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 LAWS50032 Administrative Law Semester 1 (On Campus - Parkville) 12.5,None,"If a student has previously enrolled in the below subject, they will need the approval of the Subject Coordinator to enrol in this subject:"
LAWS90228,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50027 Dispute Resolution No longer available LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points LAWS50035 Corporations Law Semester 2 (On Campus - Parkville) 12.5 Requisite waiver may be possible.,None,"CodeNameTeaching periodCredit PointsLAWS50108Mergers, Acquisitions & Capital MarketsSemester 2 (On Campus - Parkville)12.5LAWS70110International Financial SystemFebruary (On Campus - Parkville)12.5LAWS70125International Financial TransactionsMay (On Campus - Parkville)12.5"
EDUC90717,Prerequisites None,None,None
ABPL10007,Prerequisites Code Name Teaching period Credit Points ARCH10001 Foundations of Design: Representation Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsABPL20036Environmental Building SystemsSemester 1 (On Campus - Parkville)12.5
EDUC90870,Prerequisites None,None,None
MAST90065,Prerequisites Code Name Teaching period Credit Points MAST30021 Complex Analysis Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 Or equivalent,None,None
MAST90059,Prerequisites All of Code Name Teaching period Credit Points MAST30001 Stochastic Modelling Semester 2 (On Campus - Parkville) 12.5 MAST30020 Probability for Inference Semester 1 (On Campus - Parkville) 12.5 Or equivalent,None,None
EDUC90747,Prerequisites Students who commenced from 2015 onwards: All of Code Name Teaching period Credit Points EDUC90850 Foundations of Evaluation Term 2 (Online) Term 4 (Online) 12.5 EDUC90848 Applied Research Methodology Term 3 (Online) Term 1 (Online) 12.5 Students who commenced before 2015: EDUC90713 Program Evaluation: Forms and Approaches,None,CodeNameTeaching periodCredit PointsEDUC90934Evaluation Capstone Part 1No longer availableEDUC90935Evaluation Capstone Part 2No longer available
GEND90011,"Prerequisites Code Name Teaching period Credit Points DEVT90041 Development Research Design & Assessment February (On Campus - Parkville) 12.5 Students are required to submit a thesis proposal for approval by the course coordinator prior to the semester of enrolment in the thesis. In at least 1,000 words (excluding references), the proposal should contain the following: 1) A brief introduction outlining the research topic. 2) A clear research question (or set of questions). 3) A brief review of relevant literature that highlights the significance of the research and its contribution to the field of Development Studies (or Gender and Development). 4) A description of the research design which should include the following: justification for research/site to be investigated; theoretical framework to be engaged; methods of data collection to be used; overview of how data will be analysed to answer research questions; assessment of ethical considerations. 5) A timeline for the research to be conducted. 6) List of references. Note: once per semester, the MDS director/deputy director will host an information session to guide students as they draft their proposals. The time and place for this information session will be communicated to students via the MDS student email list. Thesis proposals will be assessed by the MDS director and deputy director, along with the potential thesis supervisor. Students who wish to see the assessment criteria for proposals can email the MDS director to request this information. For 200 point program: Students must have completed 37.5 points of compulsory or core subjects within the program, with an average of H1 (80%). For 150 point program: Students must have completed 37.5 points of compulsory or core subjects within the program, with an average of H1 (80%). For 100 point program: Students are expected to demonstrate research capability through an undergraduate dissertation or equivalent or research experience at work. This subject is a capstone in the Master of Development Studies (specialisation in Gender & Development) program and is not available to Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,CodeNameTeaching periodCredit PointsDEVT90011Minor Thesis - Development StudiesNo longer availableDEVT90054Development Studies Thesis Part 1Semester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)25DEVT90055Development Studies Thesis Part 2Semester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)25GEND90004Minor Thesis - Gender and DevelopmentNo longer available
EDUC90194,Prerequisites None,None,None
PPMN90039,"Prerequisites Admission into or selection of one of the following: MC-PAENH Master of Public Administration (Enhanced) MC-PA Master of Public Administration 344AB Master of Public Policy and Management All Internship students need to have a GPA of 70, and be in the second half points of the degree in the semester they intend to enrol (e.g. final 100 points of the 200 program). Students are required to apply for permission to enrol into this subject prior to commencement of the internship. Students should make this application via the online application form: https://artsunimelb.formstack.com/forms/internship_application More application information please refer to Subject Notes.",None,None
MULT10021,Prerequisites None,None,None
JOUR90020,Prerequisites Admission into the MC-INTJOUR Master of International Journalism,None,None
POLS90047,Prerequisites None,None,None
POLS90050,Prerequisites None,None,None
POLS90038,Prerequisites Admission into the MC-IR Master of International Relations,None,None
PPMN90049,"Prerequisites Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points POLS40013 Social Science Research Seminar February (On Campus - Parkville) 12.5 AND All students must submit a 300 word thesis proposal for approval by the course coordinator prior to the semester of enrolment in the thesis. For Master of Public Policy and Management students: Admission into the 344AB Master of Public Policy and Management Students admitted into the 200 point program must be in their final 100 points and must have completed 50 points of  compulsory and/or core  subjects within the program, with an average of H1 (80%), prior to enrolment in the thesis. Students admitted into the 150 point program must have completed at least 25 points of  compulsory and/or core  subjects within the program with an average of H1 (80%) prior to enrolment in the thesis. Students admitted into the 100 point program must achieved an average of H1 (80%) from the last one hundred points of previous study (or equivalent) prior to enrolment in the thesis. For Master of Social Policy students: Admission into the 706AA Master of Social Policy Students admitted into the 200 point program must be in their final 100 points and must be completing 37.5 points (have completed 25 points and concurrently enrol in 12.5 points) of  compulsory  subjects within the program, with an average of H1 (80%), prior to enrolment in the thesis. Students admitted into the 150 point program must have completed at least 25 points of  compulsory  subjects within the program with an average of H1 (80%) prior to enrolment in the thesis. Students admitted into the 100 point program must achieved an average of H1 (80%) from the last one hundred points of previous study (or equivalent) prior to enrolment in the thesis. Students completing the thesis must enrol in Thesis Part 1 and Part 2 in consecutive semesters. This subject is a capstone in the Master of Public Policy and Management or Master of Social Policy programs and is not available to Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,CodeNameTeaching periodCredit PointsPPMN90002Minor Thesis - Public /Social PolicyNo longer available
POLS90035,Prerequisites None,None,None
ECON40011,Prerequisites Admission into or selection of one of the following: BH-COM Bachelor of Commerce (Degree with Honours) Economics specialisation (formal) in the BH-ARTS Bachelor of Arts (Degree with Honours) AND Code Name Teaching period Credit Points ECON40001 Advanced Microeconomics Semester 1 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsECON90027Public EconomicsNot available in 202412.5
CUMC90037,Prerequisites None,CodeNameTeaching periodCredit PointsCUMC90006Conservation Industry InternshipSemester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)12.5,None
PHRM90002,Prerequisites None,None,None
JAPN90003,"Prerequisites This subject is compulsory for Japanese Studies in the Graduate Diploma of Arts (Advanced). Program coordinator approval is required for enrolment by Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,None
DEVT90071,Prerequisites None,None,None
DEVT90070,Prerequisites None,None,None
CHIN90006,Prerequisites None,None,None
MECM30017,Prerequisites One of Code Name Teaching period Credit Points MECM10006 Communication for Changemaking Semester 2 (On Campus - Parkville) 12.5 MECM20013 Text and Audio Journalism Semester 1 (On Campus - Parkville) 12.5 MECM30010 Writing Journalism,None,None
ARBC90003,Prerequisites None,None,None
CUMC90034,"Prerequisites Admission into the MC-CULMC Master of Cultural Materials Conservation AND Code Name Teaching period Credit Points CUMC90027 RESPECT April (On Campus - Parkville) 12.5 This subject has a quota of 12. Students may provisionally enrol via the Student Portal but places are not guaranteed until selection is completed. You will be notified in writing by the Subject Coordinator if you are selected. Initial selection priority will be given to students who have previously studied aspects of Indigenous knowledge, the materials and techniques of Indigenous art, or the cultural, ethical or technical considerations relevant to the conservation of Indigenous cultural materials. Where numbers of potential students within this identified cohort exceed places available, students who are investigating these topics as part of the Minor Thesis or Internship subject, or as part of officially endorsed engagement activities will be given priority. Where numbers of potential students in this second identified cohort exceed places available, final selection will be based on academic merit (relevant subjects only).",,
CUMC90033,Prerequisites Admission into or selection of one of the following: MC-CULMC Master of Cultural Materials Conservation Principles of Cultural Materials Conservation specialisation (formal) in the GCA-ARTS Graduate Certificate in Arts (Advanced),None,CUMC40008 Conservation Materials Chemistry
PADM90024,Prerequisites Community Access Program Community Access Program students must meet the entry requirements for the Graduate Certificate in Disaster and Terror Medicine.,None,CodeNameTeaching periodCredit PointsPADM90013Leadership in Clinical SettingsMarch (On Campus - Parkville)12.5
MEDI90108,Prerequisites None,None,None
MEDI90111,Prerequisites None,None,None
JAPN90002,"Prerequisites Selection of the Japanese Studies specialisation (formal) in the GDA-ARTS Graduate Diploma in Arts (Advanced) OR Program Coordinator approval is required for enrolment by Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,None
MUSI30262,Prerequisites None,None,None
DEVT90081,Prerequisites,,
DEVT90083,Prerequisites None,None,None
