Subject Code,Prerequisites
LAWS70181,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50027 Dispute Resolution No longer available LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 LAWS50036 Remedies November (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5
LAWS70462,Prerequisites
LAWS90206,Prerequisites None
LAWS90270,Prerequisites Option 1 Admission into a Melbourne Law Masters program Code Name Teaching period Credit Points LAWS70173 International Law April (On Campus - Parkville) July (On Campus - Parkville) November (On Campus - Parkville) March (On Campus - Parkville) February (Dual-Delivery - Parkville) 12.5 Or equivalent prior study
LAWS70193,Prerequisites Students must meet the requirements of either Option 1 or Option 2 Option 1 Admission into a relevant Melbourne Law Masters program AND Completion of a Corporations Law component of an Australian law degree or equivalent. OR Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50035 Corporations Law Semester 2 (On Campus - Parkville) 12.5
LAWS90145,Prerequisites None
LAWS90283,Prerequisites None
LAWS70186,Prerequisites None
LAWS90282,Prerequisites None
LAWS70122,Prerequisites None
LAWS70360,Prerequisites None
LAWS70162,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50046 Taxation Law and Policy Semester 1 (On Campus - Parkville) 12.5
ABPL90131,Prerequisites Admission into or selection of one of the following: MC-URPL Master of Urban Planning MC-URBDES Master of Urban Design MC-ARCHUP Master of Architecture/Master of Urban Planning MC-ARCHUD Master of Architecture/Master of Urban Design MC-UPUD Master of Urban Planning/Master of Urban Design MC-LARCHUP Master of Landscape Architecture/Master of Urban Planning MC-LARCHUD Master of Landscape Architecture/Master of Urban Design MC-DINFENG Master of Digital Infrastructure Engineering
EDUC90630,"Prerequisites All students: Code Name Teaching period Credit Points EDUC90628 Relationship Skills for Educators 1 March (On Campus - Parkville) 12.5 Students in the 200-point program of the Master of Education, Master of TESOL or Master of Modern Languages Education, must have also completed the following four compulsory subjects*: All of Code Name Teaching period Credit Points EDUC90929 Understanding Education in Context Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 EDUC90930 Local Literacies in Global Contexts Semester 1 (Dual-Delivery - Parkville) Semester 2 (Dual-Delivery - Parkville) 12.5 EDUC91029 Understanding the Student as Learner Semester 2 (Dual-Delivery - Parkville) Semester 1 (Dual-Delivery - Parkville) 12.5 EDUC91030 Research in Educational Relationships Semester 1 (Online) Semester 1 (On Campus - Parkville) Semester 2 (Online) Semester 2 (On Campus - Parkville) 12.5 *Students that commenced their course prior to 2021 may have completed EDUC90830 in place of EDUC91029, and EDUC90900 in place of EDUC91030: Code Name Teaching period Credit Points EDUC90830 The Student as Learner Term 3 (Online) Term 1 (Online) 12.5 EDUC90900 Resilience and Relationships Term 3 (Online) Term 1 (Online) 12.5"
LAWS90045,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND One of Code Name Teaching period Credit Points LAWS50041 Public International Law July (On Campus - Parkville) 12.5 LAWS50049 Human Rights Law and Practice Semester 2 (On Campus - Parkville) 12.5
LAWS70185,Prerequisites None
LAWS70267,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50046 Taxation Law and Policy Semester 1 (On Campus - Parkville) 12.5
LAWS90229,Prerequisites None
LAWS70112,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50036 Remedies November (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5
LAWS70130,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50046 Taxation Law and Policy Semester 1 (On Campus - Parkville) 12.5
CHEN90022,Prerequisites All of Code Name Teaching period Credit Points CHEN90007 Chemical Engineering Thermodynamics Semester 1 (On Campus - Parkville) 12.5 CHEN90012 Design and Construction of Equipment Semester 2 (On Campus - Parkville) 12.5 CHEN90013 Process Engineering Semester 1 (On Campus - Parkville) 12.5
PSYC90107,Prerequisites None
ABPL90419,Prerequisites Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points ABPL90142 Master of Architecture Studio C No longer available OR Admission into one of the following: Admission into or selection of one of the following: MC-UCH Master of Urban and Cultural Heritage Admission into or selection of one of the following: MC-ARCHUCH Master of Architecture/Master of Urban Cultural Heritage
LAWS90048,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5
SCRN40010,Prerequisites None
LAWS90291,Prerequisites Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points LAWS70217 Fundamentals of the Common Law April (On Campus - Parkville) September (On Campus - Parkville) July (On Campus - Parkville) March (On Campus - Parkville) 12.5
MKTG90005,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into the 150pt Program course entry point in the MC-MGMTMKT Master of Management (Marketing) AND Completion of a minimum of 62.5 credit points of study Option 2 Admission into the 200pt Program course entry point in the MC-MGMTMKT Master of Management (Marketing) AND Completion of a minimum of 112.5 credit points of study Students are encouraged to take the subject in their final Semester of study where practical.
MUSI40061,Prerequisites A minimum result of 65% or more in the following subject: Code Name Teaching period Credit Points MUSI40060 Concerto Semester 2 (On Campus - Southbank) Semester 1 (On Campus - Southbank) 18.75
SCRN40005,Prerequisites None
LAWS70031,Prerequisites None
MUSI90247,Prerequisites MUSI90246 Orchestra Audition Preparation 2
LAWS90226,Prerequisites
LAWS90112,Prerequisites Admission into a relevant Melbourne Law Masters program
SCRN40009,Prerequisites None
LAWS70380,Prerequisites None
MUSI30213,Prerequisites A mark of at least 65% in: Code Name Teaching period Credit Points MUSI20056 Composition 4 Semester 1 (On Campus - Southbank) Semester 2 (On Campus - Southbank) 12.5
MUSI10225,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
LAWS70424,Prerequisites Melbourne Law Masters Students: This subject is an advanced constitutional law subject. It is not appropriate for students who have not previously studied constitutional law. JD Students: Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5
MUSI30253,Prerequisites A result of at least 65% in: Code Name Teaching period Credit Points MUSI30252 Performance 5 Semester 2 (On Campus - Southbank) Semester 1 (On Campus - Southbank) 12.5
MUSI30258,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
MUSI20214,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
MUSI20213,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
MUSI10226,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
COMP90092,"Prerequisites This subject is equivalent to 12.5 points in one semester and 37.5 pts in the second semester. This subject will be split into two parts, Part 1 and Part 2 (continuing subjects). 50 credit points in total (Part 1 - 12.5 credit points, Part 2 – 37.5 credit points) Students must submit an Expression of Interest. Upon acceptance, students will need to complete an Enrolment Assistance form attaching approval to enrol."
LAWS70264,Prerequisites None
LAWS90196,Prerequisites Students must meet one of the following prerequisite options: Admission into a course in the Melbourne Law Masters program Admission into the MC-JURISD Juris Doctor
MUSI30244,Prerequisites Audition requirement AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form
